Id_studenta;Imie;Nazwisko;Uczelnia;;Miejsce_zam;Rok_studiow;Dochod_na_osobe;kod_pocztowy;miejsce_zam;;kod_pocztowy;miejsce_zam;id_uczelni;id_miasta;
173;Grzegorz;Szlachcic;Politechnika Królewska;10;Olkusz 19-255;II;2675;19-255;Olkusz;;19-255;Olkusz;3;130;Sucha Beskidzka
174;Kuba;Hauser;Politechnika Informatyczno-Elektroniczna;10;Mysłowice 13-220;IV;2481;13-220;Mysłowice;;13-220;Mysłowice;2;121;Suraż
175;Dariusz;Adamus;Politechnika Informatyczno-Elektroniczna;10;Debrzno 03-065;I;813;03-065;Debrzno;;03-065;Debrzno;2;29;Suwałki
176;Franciszek;Bielanski;Politechnika Królewska;10;Ogrodzieniec 82-082;IV;3125;82-082;Ogrodzieniec;;82-082;Ogrodzieniec;3;129;Szamotuły
177;Adam;Konopka;Uniwersytet Królewski;10;Rybnik 24-983;V;1489;24-983;Rybnik;;24-983;Rybnik;5;158;Szczecin
178;Monika;Lawrynowicz;Uniwersytet Królewski;10;Nowy Targ 84-043;I;2835;84-043;Nowy Targ;;84-043;Nowy Targ;5;125;Szczecinek
179;Kacper;Fastnacht;Politechnika Informatyczno-Elektroniczna;10;Świętochłowice 38-932;I;998;38-932;Świętochłowice;;38-932;Świętochłowice;2;183;Szczekociny
180;Roman;Persinski;Politechnika Informatyczno-Elektroniczna;10;Gliwice 11-608;II;1431;11-608;Gliwice;;11-608;Gliwice;2;43;Szczyrk
181;Piotr;Kuter;Uniwersytet Królewski;10;Sosnowiec 14-721;I;738;14-721;Sosnowiec;;14-721;Sosnowiec;5;170;Świecko
182;Wojciech;Kujdowicz;Uniwersytet Królewski;10;Legnica 58-930;V;2637;58-930;Legnica;;58-930;Legnica;5;97;Świeradów-Zdrój
183;Angelika;Merak;Politechnika Królewska;10;Żywiec 00-137;II;415;00-137;Żywiec;;00-137;Żywiec;3;220;Świętochłowice
184;Anna;Owsianka;Politechnika Informatyczno-Elektroniczna;10;Lwówek Sląski 11-782;III;429;11-782;Lwówek Sląski;;11-782;Lwówek Sląski;2;105;Świnoujskie
185;Walery;Szurkowski;Uniwersytet Pedagogiczny;10;Brzeg Dolny 14-287;IV;352;14-287;Brzeg Dolny;;14-287;Brzeg Dolny;7;15;Tarnobrzeg
186;Karol;Kopycki;Uniwersytet Królewski;10;Chorzów 97-545;I;794;97-545;Chorzów;;97-545;Chorzów;5;21;Tarnowskie Góry
187;Franciszek;Szombierski;Akademia Sztuk Pięknych;#N/D;Wolbrom 46-174;III;698;46-174;Wolbrom;;46-174;Wolbrom;1;208;Tarnów
188;Ewelia;Michaliska;Politechnika Informatyczno-Elektroniczna;10;Zakopane 00-995;I;2309;00-995;Zakopane;;00-995;Zakopane;2;212;Terespol
189;Kacper;Slawinski;Uniwersytet Rolniczy;10;Kędzierzyn-Koźle 81-133;III;1901;81-133;Kędzierzyn-Koźle;;81-133;Kędzierzyn-Koźle;8;73;Tomaszów Lubelski
190;Ewelina;Hassan;Uniwersytet Królewski;10;Kleszczów 18-459;V;2767;18-459;Kleszczów;;18-459;Kleszczów;5;76;Toruń
191;Arkadiusz;Godowski;Uniwersytet Królewski;10;Białystok 54-632;II;1845;54-632;Białystok;;54-632;Białystok;5;10;Trzebinia
192;Tymon;Czarnecki;Politechnika Królewska;10;Międzyrzecze 28-079;II;2025;28-079;Międzyrzecze;;28-079;Międzyrzecze;3;114;Tworóg
193;Alina;Batorek;Uniwersytet Rolniczy;10;Pszczyna 53-858;I;1309;53-858;Pszczyna;;53-858;Pszczyna;8;148;Tychy
194;Michal;Prazuch;Politechnika Informatyczno-Elektroniczna;10;Kielce 04-274;V;2534;04-274;Kielce;;04-274;Kielce;2;75;Ustroń
195;Czeslaw;Kos;Uniwersytet Sportu i Turystyki;10;Ogrodzieniec 82-082;I;1980;82-082;Ogrodzieniec;;82-082;Ogrodzieniec;9;129;Wadowice
196;Jan;Sikorski;Politechnika Informatyczno-Elektroniczna;10;Sośnicowice 15-658;I;2217;15-658;Sośnicowice;;15-658;Sośnicowice;2;171;Walce
197;Teresa;Polaska;Politechnika Informatyczno-Elektroniczna;10;Warszawa 83-294;II;2771;83-294;Warszawa;;83-294;Warszawa;2;198;Wałbrzych
198;Damian;Kulesza;Uniwersytet Królewski;10;Rabka 30-698;I;2883;30-698;Rabka;;30-698;Rabka;5;152;Warszawa
199;Robert;Chochol;Uniwersytet Królewski;10;Kleszczów 18-459;II;1680;18-459;Kleszczów;;18-459;Kleszczów;5;76;Wągrowiec
200;Anna;ocon;Politechnika Królewska;10;Myszków 91-786;III;3019;91-786;Myszków;;91-786;Myszków;3;122;Wejherowo
201;Maria;Wolczynska;Uniwersytet Królewski;10;Strzelce Opolskie 60-596;I;1862;60-596;Strzelce Opolskie;;60-596;Strzelce Opolskie;5;172;Węgorzewo
202;Piotr;Bros;Uniwersytet Królewski;10;Mikołów 96-497;V;2849;96-497;Mikołów;;96-497;Mikołów;5;116;Wisła
203;Arkadiusz;Bracki;Uniwersytet Ekonomiczny;10;Kędzierzyn-Koźle 81-133;V;2665;81-133;Kędzierzyn-Koźle;;81-133;Kędzierzyn-Koźle;4;73;Witonia
204;Krzysztof;Checinski;Politechnika Królewska;10;Bydgoszcz 29-199;I;2484;29-199;Bydgoszcz;;29-199;Bydgoszcz;3;17;Włocławek
205;Wiktor;Gorecki;Politechnika Królewska;10;Pyrzowice 49-345;II;3274;49-345;Pyrzowice;;49-345;Pyrzowice;3;150;Włodowice
206;Malgorzata;Stojecka;Akademia Sztuk Pięknych;#N/D;Będzin 69-501;I;2932;69-501;Będzin;;69-501;Będzin;1;7;Wodzisław Sląski
207;Karolina;Anuszewska;Politechnika Królewska;10;Wolbrom 46-174;I;1973;46-174;Wolbrom;;46-174;Wolbrom;3;208;Wojkowice
208;Janusz;Chmielowski;Uniwersytet Sportu i Turystyki;10;Rybnik 24-983;I;2349;24-983;Rybnik;;24-983;Rybnik;9;158;Wolbrom
209;Zofia;Bujak;Uniwersytet Rolniczy;10;Ogrodzieniec 82-082;II;2484;82-082;Ogrodzieniec;;82-082;Ogrodzieniec;8;129;Wrocław
210;Marek;Lichwa;Politechnika Informatyczno-Elektroniczna;10;Hrebenne 37-873;V;2321;37-873;Hrebenne;;37-873;Hrebenne;2;53;Zabrodzie
211;Bozena;Symanska;Uniwersytet Sportu i Turystyki;10;Zawiercie 58-922;III;873;58-922;Zawiercie;;58-922;Zawiercie;9;215;Zabrze
212;Zofia;Cedrowska;Uniwersytet Królewski;10;Jędrzejów 62-049;II;805;62-049;Jędrzejów;;62-049;Jędrzejów;5;66;Zakopane
213;Beata;Kowalczyk;Politechnika Informatyczno-Elektroniczna;10;Będzin 69-501;V;2191;69-501;Będzin;;69-501;Będzin;2;7;Zambrów
214;Bartlomiej;Stec;Uniwersytet Królewski;10;Bielsk Podlaski 96-087;I;1453;96-087;Bielsk Podlaski;;96-087;Bielsk Podlaski;5;11;Zamość
215;Katarzyna;Schmidt;Politechnika Informatyczno-Elektroniczna;10;Mysłowice 13-220;IV;2151;13-220;Mysłowice;;13-220;Mysłowice;2;121;Zawiercie
216;Stefania;Stolowska;Politechnika Królewska;10;Kościan 26-594;II;2867;26-594;Kościan;;26-594;Kościan;3;86;Zgorzelec
217;Adam;Rabka;Uniwersytet Królewski;10;Radom 43-586;I;510;43-586;Radom;;43-586;Radom;5;154;Zielona Góra
218;Maciej;Mijak;Uniwersytet Rolniczy;10;Katowice 72-241;V;2408;72-241;Katowice;;72-241;Katowice;8;71;Żory
219;Piotr;Swiezy;Uniwersytet Królewski;10;Mysłowice 13-220;II;558;13-220;Mysłowice;;13-220;Mysłowice;5;121;Żyrardów
220;Adrianna;Gorska;Politechnika Informatyczno-Elektroniczna;10;Chełm 37-997;IV;719;37-997;Chełm;;37-997;Chełm;2;20;Żywiec
221;Beata;Mikolajczyk;Uniwersytet Muzyczny;10;Otmuchów 69-204;I;2862;69-204;Otmuchów;;69-204;Otmuchów;6;136;
222;Maciej;Buzek;Uniwersytet Królewski;10;Kuźnica Białostocka 81-042;V;1311;81-042;Kuźnica Białostocka;;81-042;Kuźnica Białostocka;5;95;
223;Katarzyna;Sokolowska;Uniwersytet Królewski;10;Zakopane 00-995;III;2656;00-995;Zakopane;;00-995;Zakopane;5;212;
224;Jerzy;Kielski;Uniwersytet Królewski;10;Żory 29-724;I;1258;29-724;Żory;;29-724;Żory;5;218;
225;Roman;Dusza;Politechnika Królewska;10;Chorzów 97-545;V;838;97-545;Chorzów;;97-545;Chorzów;3;21;
226;Agnieszka;Korandy;Uniwersytet Ekonomiczny;10;Tarnobrzeg 85-266;I;3222;85-266;Tarnobrzeg;;85-266;Tarnobrzeg;4;185;
227;Joanna;Dymna;Uniwersytet Sportu i Turystyki;10;Chorzów 97-545;I;2137;97-545;Chorzów;;97-545;Chorzów;9;21;
228;Urszula;Legnicka;Politechnika Informatyczno-Elektroniczna;10;Sopot 77-187;II;468;77-187;Sopot;;77-187;Sopot;2;169;
229;Krystyna;Sekocinska;Uniwersytet Królewski;10;Terespol 22-593;I;979;22-593;Terespol;;22-593;Terespol;5;188;
230;Aureliusz;Dabrowski ;Politechnika Informatyczno-Elektroniczna;10;Tarnobrzeg 85-266;II;2910;85-266;Tarnobrzeg;;85-266;Tarnobrzeg;2;185;
231;Jerzy;Bargiel;Politechnika Informatyczno-Elektroniczna;10;Rajcza 18-286;I;898;18-286;Rajcza;;18-286;Rajcza;2;155;
232;Tomasz;Broniarz;Politechnika Informatyczno-Elektroniczna;10;Sopot 77-187;III;1123;77-187;Sopot;;77-187;Sopot;2;169;
233;Lucyna;Sokolowska;Uniwersytet Królewski;10;Kępice 66-251;I;2980;66-251;Kępice;;66-251;Kępice;5;74;
234;Luiza;Pawlak;Politechnika Królewska;10;Żory 29-724;II;1904;29-724;Żory;;29-724;Żory;3;218;
235;Weronika;Stroka;Politechnika Królewska;10;Ruda Sląska 12-684;II;2180;12-684;Ruda Sląska;;12-684;Ruda Sląska;3;157;
236;Walenty;Kaczor;Uniwersytet Sportu i Turystyki;10;Wisła 99-436;II;520;99-436;Wisła;;99-436;Wisła;9;202;
237;Szymon;Figurski;Uniwersytet Królewski;10;Tworóg 62-560;II;1496;62-560;Tworóg;;62-560;Tworóg;5;192;
238;Jadwiga;Grobelny;Politechnika Królewska;10;Żory 29-724;III;2635;29-724;Żory;;29-724;Żory;3;218;
239;Piotr;Nowicki;Politechnika Informatyczno-Elektroniczna;10;Głuchołazy 30-136;IV;1121;30-136;Głuchołazy;;30-136;Głuchołazy;2;45;
240;Franciszek;Bebenek;Uniwersytet Królewski;10;Tworóg 62-560;I;2572;62-560;Tworóg;;62-560;Tworóg;5;192;
241;Anna;Trzebnicka;Akademia Sztuk Pięknych;#N/D;Olkusz 19-255;I;1151;19-255;Olkusz;;19-255;Olkusz;1;130;
242;Adam;Witczak;Uniwersytet Królewski;10;Będzin 69-501;III;735;69-501;Będzin;;69-501;Będzin;5;7;
243;Natalia;Chlopecka;Politechnika Królewska;10;Piwniczna-Zdrój 09-592;I;2101;09-592;Piwniczna-Zdrój;;09-592;Piwniczna-Zdrój;3;141;
244;Jacek;Andrzejewski;Uniwersytet Królewski;10;Ruda Sląska 12-684;III;2241;12-684;Ruda Sląska;;12-684;Ruda Sląska;5;157;
245;Agnieszka;Malbolrska;Politechnika Królewska;10;Chyżne 76-235;I;2814;76-235;Chyżne;;76-235;Chyżne;3;22;
246;Karolina;Rosiak;Uniwersytet Królewski;10;Gliwice 11-608;I;1417;11-608;Gliwice;;11-608;Gliwice;5;43;
247;Aneta;Klucha;Uniwersytet Królewski;10;Dąbrowa Górnicza 75-727;I;1165;75-727;Dąbrowa Górnicza;;75-727;Dąbrowa Górnicza;5;28;
248;Bartosz;Adamiec;Politechnika Królewska;10;Koniaków 34-607;I;2668;34-607;Koniaków;;34-607;Koniaków;3;82;
249;Piotr;Garncarz;Uniwersytet Królewski;10;Brzeg Dolny 14-287;III;863;14-287;Brzeg Dolny;;14-287;Brzeg Dolny;5;15;
250;Kamil;Dabrowski;Politechnika Informatyczno-Elektroniczna;10;Chorzów 97-545;I;749;97-545;Chorzów;;97-545;Chorzów;2;21;
251;Marek;Majchrowicz;Politechnika Królewska;10;Lubliniec 14-322;I;2405;14-322;Lubliniec;;14-322;Lubliniec;3;104;
252;Olgierd;Dudzinski;Uniwersytet Królewski;10;Poznań 40-853;I;3136;40-853;Poznań;;40-853;Poznań;5;144;
253;Anna;Sawiciak;Uniwersytet Ekonomiczny;10;Wolbrom 46-174;I;2285;46-174;Wolbrom;;46-174;Wolbrom;4;208;
254;Paulina;Raszczyk;Uniwersytet Królewski;10;Dęblin 53-807;I;2678;53-807;Dęblin;;53-807;Dęblin;5;31;
255;Fryderyka;Slowik;Politechnika Informatyczno-Elektroniczna;10;Zgorzelec 79-972;IV;438;79-972;Zgorzelec;;79-972;Zgorzelec;2;216;
256;Mieszko;Cisna;Uniwersytet Królewski;10;Sosnowiec 14-721;II;3313;14-721;Sosnowiec;;14-721;Sosnowiec;5;170;
257;Janusz;Waz;Uniwersytet Ekonomiczny;10;Tarnobrzeg 85-266;I;2917;85-266;Tarnobrzeg;;85-266;Tarnobrzeg;4;185;
258;Wojciech;Bugaj;Politechnika Informatyczno-Elektroniczna;10;Ruda Sląska 12-684;I;2657;12-684;Ruda Sląska;;12-684;Ruda Sląska;2;157;
259;Marcin;Slomczynski;Uniwersytet Królewski;10;Sośnicowice 15-658;II;1869;15-658;Sośnicowice;;15-658;Sośnicowice;5;171;
260;Franciszek;Laczynski;Uniwersytet Królewski;10;Wadowice 47-222;V;2881;47-222;Wadowice;;47-222;Wadowice;5;195;
261;Korneliusz;Adamecki;Wyższa Szkoła Techniczna;10;Sucha Beskidzka 98-902;III;1726;98-902;Sucha Beskidzka;;98-902;Sucha Beskidzka;10;173;
262;Wawrzyniec;Kozina;Politechnika Informatyczno-Elektroniczna;10;Gdańsk 83-271;I;2700;83-271;Gdańsk;;83-271;Gdańsk;2;39;
263;Pawel;Wojcicki;Uniwersytet Królewski;10;Rajcza 18-286;V;1981;18-286;Rajcza;;18-286;Rajcza;5;155;
264;Klemens;Radzik;Uniwersytet Królewski;10;Lublin 79-726;II;672;79-726;Lublin;;79-726;Lublin;5;103;
265;Karol;Mazurowski;Uniwersytet Królewski;10;Wojkowice 84-273;IV;719;84-273;Wojkowice;;84-273;Wojkowice;5;207;
266;Krzysztof;Antczak;Uniwersytet Ekonomiczny;10;Gierałtowice 04-834;I;2472;04-834;Gierałtowice;;04-834;Gierałtowice;4;42;
267;Jerzy;Orowski;Politechnika Królewska;10;Wisła 99-436;III;796;99-436;Wisła;;99-436;Wisła;3;202;
268;Alicja;Kobus;Politechnika Informatyczno-Elektroniczna;10;Rajcza 18-286;I;2409;18-286;Rajcza;;18-286;Rajcza;2;155;
269;Adam;Michalak;Uniwersytet Pedagogiczny;10;Sośnicowice 15-658;I;1259;15-658;Sośnicowice;;15-658;Sośnicowice;7;171;
270;Norbert;Boronski;Politechnika Informatyczno-Elektroniczna;10;Wadowice 47-222;I;1317;47-222;Wadowice;;47-222;Wadowice;2;195;
271;Seweryn;Wawa;Politechnika Informatyczno-Elektroniczna;10;Kostrzyn 22-864;IV;1309;22-864;Kostrzyn;;22-864;Kostrzyn;2;84;
272;Renata;Kaluza;Uniwersytet Rolniczy;10;Kuźnia Raciborska 78-122;II;2790;78-122;Kuźnia Raciborska;;78-122;Kuźnia Raciborska;8;94;
273;Ewa;Berak;Uniwersytet Królewski;10;Gorki Male 36-984;I;2110;36-984;Gorki Male;;36-984;Gorki Male;5;46;
274;Marcin;Bajdak;Politechnika Królewska;10;Tarnów 87-348;I;2485;87-348;Tarnów;;87-348;Tarnów;3;187;
275;Iwona;Wegier;Politechnika Informatyczno-Elektroniczna;10;Zawiercie 58-922;I;1344;58-922;Zawiercie;;58-922;Zawiercie;2;215;
276;Franciszek;Kusch;Uniwersytet Pedagogiczny;10;Dęblin 53-807;V;1802;53-807;Dęblin;;53-807;Dęblin;7;31;
277;Lukasz;Klos;Uniwersytet Królewski;10;Mikołajki 83-977;III;2482;83-977;Mikołajki;;83-977;Mikołajki;5;115;
278;Karolina;Weiss;Politechnika Informatyczno-Elektroniczna;10;Legnica 58-930;I;871;58-930;Legnica;;58-930;Legnica;2;97;
279;Tadeusz;Regulski;Politechnika Informatyczno-Elektroniczna;10;Gryfice 51-783;I;1075;51-783;Gryfice;;51-783;Gryfice;2;50;
280;Beata;Jasinska;Uniwersytet Rolniczy;10;Siemianowice Sląskie 09-006;I;968;09-006;Siemianowice Sląskie;;09-006;Siemianowice Sląskie;8;162;
281;Aleksander;Ogonowski;Uniwersytet Rolniczy;10;Koniaków 34-607;I;1229;34-607;Koniaków;;34-607;Koniaków;8;82;
282;Eleonora;Kosa;Politechnika Informatyczno-Elektroniczna;10;Sanok 71-890;I;455;71-890;Sanok;;71-890;Sanok;2;160;
283;Adrian;Baka;Politechnika Informatyczno-Elektroniczna;10;Ruda Sląska 12-684;I;3195;12-684;Ruda Sląska;;12-684;Ruda Sląska;2;157;
284;Czeslawa;Bochenek;Politechnika Królewska;10;Ogrodniki 14-095;I;1883;14-095;Ogrodniki;;14-095;Ogrodniki;3;128;
285;Tomasz;Leganowski;Politechnika Królewska;10;Bielsk Podlaski 96-087;IV;2018;96-087;Bielsk Podlaski;;96-087;Bielsk Podlaski;3;11;
286;Sebastian;Adalewski;Akademia Sztuk Pięknych;#N/D;Chalupki 70-071;II;2821;70-071;Chalupki;;70-071;Chalupki;1;19;
287;Bronislawa;Chmielewska;Uniwersytet Rolniczy;10;Głubczyce 65-458;IV;2931;65-458;Głubczyce;;65-458;Głubczyce;8;44;
288;Daria;Dyrbusz;Uniwersytet Królewski;10;Alwernia 27-938;I;1779;27-938;Alwernia;;27-938;Alwernia;5;2;
289;Olga;Gonerska;Uniwersytet Królewski;10;Lędziny 27-535;I;1990;27-535;Lędziny;;27-535;Lędziny;5;99;
290;Radoslaw;Niedziela;Politechnika Królewska;10;Rabka 30-698;II;2283;30-698;Rabka;;30-698;Rabka;3;152;
291;Arkadiusz;Sokolowski;Politechnika Królewska;10;Bytom 80-339;I;1964;80-339;Bytom;;80-339;Bytom;3;18;
292;Zofia;Bylska;Akademia Sztuk Pięknych;#N/D;Dzierżoniów 87-324;II;1822;87-324;Dzierżoniów;;87-324;Dzierżoniów;1;36;
293;Slawomir;Rojek;Uniwersytet Królewski;10;Płock 04-688;III;1093;04-688;Płock;;04-688;Płock;5;142;
294;Robert;Pilski;Politechnika Informatyczno-Elektroniczna;10;Ruda Sląska 12-684;II;1756;12-684;Ruda Sląska;;12-684;Ruda Sląska;2;157;
295;Janina;Bernacik;Uniwersytet Ekonomiczny;10;Katowice 72-241;I;2356;72-241;Katowice;;72-241;Katowice;4;71;
296;Mateusz;Swierszczynski;Uniwersytet Rolniczy;10;Ustroń 51-637;V;3080;51-637;Ustroń;;51-637;Ustroń;8;194;
297;Tomasz;Wan;Uniwersytet Królewski;10;Bochnia 89-362;II;1258;89-362;Bochnia;;89-362;Bochnia;5;12;
298;Alicja;Miskowiec;Politechnika Informatyczno-Elektroniczna;10;Koniaków 34-607;V;2730;34-607;Koniaków;;34-607;Koniaków;2;82;
299;Piotr;Piwnik;Politechnika Królewska;10;Katowice 72-241;I;1592;72-241;Katowice;;72-241;Katowice;3;71;
300;Jan;Bator;Politechnika Królewska;10;Katowice 72-241;I;2738;72-241;Katowice;;72-241;Katowice;3;71;
301;Eleonora;Mrowka;Politechnika Informatyczno-Elektroniczna;10;Kuźnia Raciborska 78-122;I;2064;78-122;Kuźnia Raciborska;;78-122;Kuźnia Raciborska;2;94;
302;Andrzej;Beki;Politechnika Królewska;10;Tychy 76-939;I;465;76-939;Tychy;;76-939;Tychy;3;193;
303;Boleslawa;Kucharska;Uniwersytet Królewski;10;Gliwice 11-608;V;1291;11-608;Gliwice;;11-608;Gliwice;5;43;
304;Wojciech;Fujarewicz;Politechnika Informatyczno-Elektroniczna;10;Zabrze 91-525;II;2125;91-525;Zabrze;;91-525;Zabrze;2;211;
305;Iwona;Grzybek;Politechnika Królewska;10;Chorzów 97-545;I;787;97-545;Chorzów;;97-545;Chorzów;3;21;
306;Maria;Zwojec;Uniwersytet Królewski;10;Sosnowiec 14-721;I;2155;14-721;Sosnowiec;;14-721;Sosnowiec;5;170;
307;Mateusz;Kandora;Uniwersytet Królewski;10;Będzin 69-501;I;3218;69-501;Będzin;;69-501;Będzin;5;7;
308;Daniel;Barszcz;Uniwersytet Królewski;10;Sanok 71-890;I;2273;71-890;Sanok;;71-890;Sanok;5;160;
309;Teresa;Grudzinska;Uniwersytet Królewski;10;Świętochłowice 38-932;II;1283;38-932;Świętochłowice;;38-932;Świętochłowice;5;183;
310;Franciszka;Nowicka;Uniwersytet Królewski;10;Bytom 80-339;II;1863;80-339;Bytom;;80-339;Bytom;5;18;
311;Karolina;Bajerowicz;Uniwersytet Królewski;10;Nałęczów 83-630;I;1965;83-630;Nałęczów;;83-630;Nałęczów;5;123;
312;Barbara;Wszedobyl;Uniwersytet Pedagogiczny;10;Chalupki 70-071;I;1182;70-071;Chalupki;;70-071;Chalupki;7;19;
313;Izolda;Jaros;Politechnika Informatyczno-Elektroniczna;10;Jakuszyce 89-300;I;2207;89-300;Jakuszyce;;89-300;Jakuszyce;2;58;
314;Grazyna;Gorska;Politechnika Królewska;10;Żyrardów 51-006;V;1453;51-006;Żyrardów;;51-006;Żyrardów;3;219;
315;Piotr;Kacprzak;Uniwersytet Królewski;10;Bielsk Podlaski 96-087;I;983;96-087;Bielsk Podlaski;;96-087;Bielsk Podlaski;5;11;
316;Grzegorz;Balon;Politechnika Informatyczno-Elektroniczna;10;Zakopane 00-995;III;917;00-995;Zakopane;;00-995;Zakopane;2;212;
317;Zdzislawa;Modrzewska;Politechnika Królewska;10;Młynarze 72-438;III;2124;72-438;Młynarze;;72-438;Młynarze;3;118;
318;Aleksander;Biborski;Politechnika Informatyczno-Elektroniczna;10;Częstochowa 86-116;III;3254;86-116;Częstochowa;;86-116;Częstochowa;2;26;
319;Dominik;Felinski;Politechnika Informatyczno-Elektroniczna;10;Ogrodzieniec 82-082;V;2842;82-082;Ogrodzieniec;;82-082;Ogrodzieniec;2;129;
320;Arkadiusz;Maciejewski;Politechnika Informatyczno-Elektroniczna;10;Zamość 99-773;IV;1879;99-773;Zamość;;99-773;Zamość;2;214;
321;Milosz;Ostrowski;Uniwersytet Królewski;10;Limanowa 65-385;I;978;65-385;Limanowa;;65-385;Limanowa;5;100;
322;Marzena;Skrzypek;Uniwersytet Sportu i Turystyki;10;Łazy 63-587;V;2409;63-587;Łazy;;63-587;Łazy;9;106;
323;Tomasz;Krawczyk;Politechnika Informatyczno-Elektroniczna;10;Sanok 71-890;II;1655;71-890;Sanok;;71-890;Sanok;2;160;
324;Andrzej;Knot;Uniwersytet Pedagogiczny;10;Jastrzębie-Zdrój 51-394;I;356;51-394;Jastrzębie-Zdrój;;51-394;Jastrzębie-Zdrój;7;60;
325;Mateusz;Buczek;Politechnika Królewska;10;Oświęcim 27-702;I;2275;27-702;Oświęcim;;27-702;Oświęcim;3;135;
326;Piotr;Tyborowski;Uniwersytet Królewski;10;Katowice 72-241;III;2325;72-241;Katowice;;72-241;Katowice;5;71;
327;Klaudia;Kotowicz;Politechnika Informatyczno-Elektroniczna;10;Katowice 72-241;I;1950;72-241;Katowice;;72-241;Katowice;2;71;
328;Mateusz;Bartoszewski;Politechnika Informatyczno-Elektroniczna;10;Mikołów 96-497;I;2149;96-497;Mikołów;;96-497;Mikołów;2;116;
329;Michal;Antkowicz;Uniwersytet Królewski;10;Gliwice 11-608;I;2265;11-608;Gliwice;;11-608;Gliwice;5;43;
330;Barbara;Bakan;Politechnika Informatyczno-Elektroniczna;10;Radom 43-586;I;1218;43-586;Radom;;43-586;Radom;2;154;
331;Grzegorz;Styczen;Politechnika Królewska;10;Szczecinek 48-418;III;931;48-418;Szczecinek;;48-418;Szczecinek;3;178;
332;Agata;Babulak;Politechnika Królewska;10;Lwówek Sląski 11-782;I;2170;11-782;Lwówek Sląski;;11-782;Lwówek Sląski;3;105;
333;Ewelina;Kocharyan;Politechnika Informatyczno-Elektroniczna;10;Żory 29-724;I;1118;29-724;Żory;;29-724;Żory;2;218;
334;Barbara;Solska;Uniwersytet Sportu i Turystyki;10;Rogoźnik 74-768;I;678;74-768;Rogoźnik;;74-768;Rogoźnik;9;156;
335;Dominik;Kondratowicz;Uniwersytet Królewski;10;Pszczyna 53-858;V;2209;53-858;Pszczyna;;53-858;Pszczyna;5;148;
336;Kacper;Wozniak;Uniwersytet Pedagogiczny;10;Lublin 79-726;V;1897;79-726;Lublin;;79-726;Lublin;7;103;
337;Jagna;Meller;Politechnika Informatyczno-Elektroniczna;10;Koniaków 34-607;V;3247;34-607;Koniaków;;34-607;Koniaków;2;82;
338;Gabriela;Mroz;Uniwersytet Królewski;10;Siemianowice Sląskie 09-006;I;1033;09-006;Siemianowice Sląskie;;09-006;Siemianowice Sląskie;5;162;
339;Mateusz;Bernacki;Uniwersytet Królewski;10;Wrocław 62-182;III;846;62-182;Wrocław;;62-182;Wrocław;5;209;
340;Anna;Cender;Uniwersytet Pedagogiczny;10;Miechów 47-553;I;2190;47-553;Miechów;;47-553;Miechów;7;111;
341;Ewa;Seweryn;Uniwersytet Królewski;10;Racibórz 00-355;I;1206;00-355;Racibórz;;00-355;Racibórz;5;153;
342;Roza;Biernaczyk;Politechnika Królewska;10;Rybnik 24-983;IV;378;24-983;Rybnik;;24-983;Rybnik;3;158;
343;Andrzej;Pyza;Politechnika Królewska;10;Nowy Sącz 62-813;I;788;62-813;Nowy Sącz;;62-813;Nowy Sącz;3;124;
344;Henryk;Mordyan;Politechnika Informatyczno-Elektroniczna;10;Tarnobrzeg 85-266;I;1126;85-266;Tarnobrzeg;;85-266;Tarnobrzeg;2;185;
345;Oskar;Szanca;Politechnika Królewska;10;Racibórz 00-355;I;2257;00-355;Racibórz;;00-355;Racibórz;3;153;
346;Jakub;Kucharski;Politechnika Królewska;10;Szamotuły 64-698;III;2144;64-698;Szamotuły;;64-698;Szamotuły;3;176;
347;Jan;Krzyzewski;Uniwersytet Rolniczy;10;Ogrodzieniec 82-082;II;1379;82-082;Ogrodzieniec;;82-082;Ogrodzieniec;8;129;
348;Jan;Dziekan;Politechnika Królewska;10;Siemianowice Sląskie 09-006;I;2815;09-006;Siemianowice Sląskie;;09-006;Siemianowice Sląskie;3;162;
349;Zofia;Kajzer;Uniwersytet Rolniczy;10;Dębowiec 36-478;II;905;36-478;Dębowiec;;36-478;Dębowiec;8;32;
350;Iwona;Pawlowska;Uniwersytet Ekonomiczny;10;Lublin 79-726;III;2942;79-726;Lublin;;79-726;Lublin;4;103;
351;Oktawian;Kadej;Akademia Sztuk Pięknych;#N/D;Ogrodniki 14-095;I;2668;14-095;Ogrodniki;;14-095;Ogrodniki;1;128;
352;Jadwiga;Beben;Politechnika Informatyczno-Elektroniczna;10;Kuźnia Raciborska 78-122;V;2998;78-122;Kuźnia Raciborska;;78-122;Kuźnia Raciborska;2;94;
353;Katarzyna;Czader;Politechnika Królewska;10;Nowy Sącz 62-813;I;353;62-813;Nowy Sącz;;62-813;Nowy Sącz;3;124;
354;Zuzanna;Rutkowska;Politechnika Informatyczno-Elektroniczna;10;Rybnik 24-983;I;2320;24-983;Rybnik;;24-983;Rybnik;2;158;
355;Franciszek;Mikulski;Politechnika Informatyczno-Elektroniczna;10;Wojkowice 84-273;II;598;84-273;Wojkowice;;84-273;Wojkowice;2;207;
